Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator,Apartments_count
Стрелков Виссарион,190.0,107.0,54,м,преподаватель,177000,0,0,0
Соловьёв Виссарион,192.0,94.0,24,м,сантехник,285000,0,0,0
Рожков Эдуард,187.0,89.0,53,м,преподаватель,222000,0,0,1
Лукин Демьян,174.52731681034481,74.0,33,м,врач,420000,1,0,0
Гордеев Архип,176.0,89.0,74,м,продавец,246000,0,0,0
Ситников Сидор,171.0,76.0,42,м,продавец,375000,0,0,0
Макаров Тимофей,171.0,109.0,39,м,врач,155000,0,0,0
Терентьев Анастасий,194.0,105.0,25,м,автослесарь,331000,0,0,0
Михеев Демьян,181.0,73.0,82,м,инженер,71000,0,0,0
Петров Валентин,174.52731681034481,77.0,53,м,автослесарь,234000,1,0,0
Одинцов Глеб,189.0,104.0,32,м,продавец,327000,0,0,0
Миронов Фёдор,185.0,81.0,59,м,бухгалтер,126000,0,0,0
Фёдоров Антоний,192.0,102.0,83,м,врач,112000,0,0,0
Ефремов Арсен,172.0,115.0,88,м,студент,33000,0,0,0
Пахомов Игнат,191.0,79.0,83,м,автослесарь,442000,0,0,0
Гурьев Яромир,186.0,71.0,80,м,сантехник,389000,0,0,2
Орехов Павел,171.0,68.0,28,м,бухгалтер,485000,0,0,0
Шилов Емельян,167.0,117.0,41,м,программист,16000,0,0,1
Панфилов Родион,165.0,113.0,49,м,сантехник,489000,0,0,0
Агафонов Данил,180.0,99.0,78,м,студент,55000,0,0,0
Рыбаков Гордей,188.0,116.0,51,м,преподаватель,111000,0,0,0
Блинов Чарли,190.0,94.0,40,м,студент,255000,0,0,0
Комиссаров Владимир,168.0,51.0,30,м,преподаватель,260000,0,0,1
Терентьев Федот,187.0,56.0,47,м,инженер,483000,0,0,1
Симонов Вениамин,184.0,117.0,44,м,автослесарь,317000,0,0,0
Смирнов Константин,185.0,117.0,24,м,продавец,99000,0,0,0
Зайцев Эльдар,174.0,98.0,53,м,бухгалтер,140000,0,0,0
Денисов Платон,170.0,81.0,78,м,бухгалтер,441000,0,0,0
Лебедев Севастьян,190.0,63.0,73,м,продавец,153000,0,0,0
Герасимов Назар,184.0,111.0,56,м,автослесарь,480000,0,0,1
Михайлов Радомир,183.0,111.0,31,м,бухгалтер,72000,0,0,0
Петухов Кир,166.0,71.38074499154582,30,м,продавец,77000,0,1,1
Беляев Борис,186.0,57.0,48,м,врач,281000,0,0,0
Петров Мартын,178.0,53.0,18,м,бухгалтер,74000,0,0,1
Зуев Лев,193.0,82.0,47,м,преподаватель,114000,0,0,1
Зыков Артур,177.0,102.0,29,м,врач,122000,0,0,0
Соболев Болеслав,182.0,88.0,61,м,преподаватель,138000,0,0,0
Кириллов Сидор,167.0,89.0,43,м,преподаватель,212000,0,0,0
Фролов Валерий,190.0,117.0,40,м,автослесарь,391000,0,0,0
Савин Филипп,168.0,87.0,70,м,сантехник,183000,0,0,0
Гришин Диомид,183.0,86.0,34,м,программист,228000,0,0,0
Белоусов Демид,168.0,71.0,67,м,преподаватель,241000,0,0,0
Мышкин Родион,187.0,114.0,18,м,автослесарь,248000,0,0,0
Суханов Диомид,174.0,71.0,42,м,врач,489000,0,0,1
Коновалов Леонтий,188.0,82.0,29,м,программист,80000,0,0,1
Мышкин Иеремия,189.0,101.0,20,м,сантехник,266000,0,0,1
Ермаков Кир,170.0,79.0,37,м,преподаватель,195000,0,0,0
Громов Савва,174.0,53.0,67,м,сантехник,276000,0,0,1
Королёв Радик,175.0,71.38074499154582,44,м,автослесарь,30000,0,1,1
Меркушев Гордей,175.0,91.0,31,м,сантехник,462000,0,0,0
Игнатов Гавриил,172.0,90.0,82,м,врач,332000,0,0,1
Соколов Дамир,167.0,80.0,55,м,продавец,323000,0,0,0
Гордеев Всеволод,189.0,80.0,58,м,врач,180000,0,0,0
Смирнов Борис,175.0,78.0,23,м,студент,388000,0,0,0
Беляков Вячеслав,183.0,54.0,82,м,автослесарь,34000,0,0,1
Лебедев Денис,178.0,97.0,23,м,программист,315000,0,0,0
Сафонов Игорь,182.0,98.0,85,м,автослесарь,329000,0,0,0
Носов Данила,189.0,66.0,54,м,инженер,238000,0,0,1
Иванков Павел,189.0,107.0,25,м,врач,13000,0,0,0
Васильев Спартак,174.0,93.0,60,м,продавец,370000,0,0,1
Мясников Юлиан,165.0,107.0,69,м,сантехник,91000,0,0,1
Доронин Павел,182.0,102.0,18,м,продавец,120000,0,0,0
Пестов Марк,191.0,118.0,54,м,бухгалтер,204000,0,0,0
Сафонов Яромир,170.0,106.0,79,м,сантехник,378000,0,0,0
Пономарёв Елисей,179.0,57.0,44,м,сантехник,390000,0,0,1
Носов Никон,170.0,112.0,21,м,программист,257000,0,0,0
Лукин Фома,191.0,63.0,77,м,бухгалтер,324000,0,0,0
Воробьёв Анфим,181.0,61.0,50,м,инженер,178000,0,0,0
Якушев Ренат,174.52731681034481,71.38074499154582,63,м,преподаватель,450000,1,1,1
Константинов Ждан,192.0,94.0,38,м,программист,180000,0,0,0
Волков Савва,187.0,68.0,46,м,студент,218000,0,0,0
Зуев Иннокентий,171.0,100.0,75,м,сантехник,255000,0,0,1
Алексеев Вадим,168.0,107.0,68,м,автослесарь,41000,0,0,1
Гущин Денис,178.0,111.0,84,м,программист,410000,0,0,0
Щукин Даниил,172.0,70.0,39,м,инженер,139000,0,0,0
Титов Аристарх,171.0,73.0,34,м,автослесарь,210000,0,0,0
Савин Радомир,167.0,101.0,66,м,автослесарь,409000,0,0,0
Суворов Вольдемар,165.0,92.0,65,м,автослесарь,113000,0,0,0
Шарапов Степан,166.0,78.0,36,м,врач,20000,0,0,0
Зайцев Мартин,186.0,71.38074499154582,73,м,сантехник,273000,0,1,2
Матвеев Ждан,183.0,89.0,88,м,автослесарь,443000,0,0,0
Вишняков Влас,176.0,87.0,40,м,студент,161000,0,0,0
Игнатьев Савва,192.0,96.0,55,м,студент,480000,0,0,0
Лукин Александр,179.0,71.38074499154582,40,м,продавец,381000,0,1,0
Колобов Тарас,180.0,89.0,29,м,сантехник,434000,0,0,2
Коновалов Дамир,185.0,113.0,48,м,автослесарь,384000,0,0,0
Петухов Платон,191.0,56.0,56,м,преподаватель,243000,0,0,0
Гордеев Антоний,191.0,119.0,66,м,бухгалтер,216000,0,0,0
Рогов Данила,183.0,99.0,52,м,инженер,28000,0,0,0
Комаров Серафим,187.0,65.0,20,м,автослесарь,453000,0,0,0
Козлов Юрий,180.0,104.0,82,м,врач,459000,0,0,0
Бирюков Ренат,182.0,90.0,77,м,программист,414000,0,0,0
Пестов Феликс,186.0,112.0,64,м,бухгалтер,126000,0,0,0
Копылов Вениамин,191.0,60.0,27,м,студент,482000,0,0,1
Герасимов Арсений,176.0,104.0,65,м,продавец,493000,0,0,0
Чернов Гавриил,175.0,76.0,48,м,студент,481000,0,0,0
Григорьев Фаддей,190.0,104.0,61,м,преподаватель,379000,0,0,1
Смирнов Эдуард,182.0,100.0,39,м,бухгалтер,49000,0,0,2
Копылов Анастасий,174.0,90.0,19,м,сантехник,354000,0,0,0
Казаков Кир,194.0,112.0,75,м,врач,418000,0,0,1
Петров Захар,184.0,114.0,20,м,программист,106000,0,0,0
Агафонов Никодим,190.0,104.0,70,м,преподаватель,416000,0,0,0
Власов Александр,174.0,79.0,25,м,продавец,239000,0,0,0
Гордеев Рустам,189.0,55.0,21,м,продавец,307000,0,0,2
Николаев Илья,179.0,56.0,53,м,программист,357000,0,0,1
Воронов Родион,194.0,110.0,77,м,инженер,231000,0,0,1
Фадеев Григорий,182.0,73.0,86,м,сантехник,377000,0,0,0
Сафонов Данила,180.0,97.0,52,м,автослесарь,228000,0,0,0
Пахомов Вячеслав,171.0,105.0,74,м,автослесарь,440000,0,0,0
Денисов Юлиан,167.0,119.0,70,м,бухгалтер,496000,0,0,0
Носов Филимон,176.0,64.0,64,м,врач,424000,0,0,0
Семёнов Александр,192.0,115.0,26,м,врач,191000,0,0,0
Яковлев Никанор,190.0,89.0,59,м,врач,165000,0,0,0
Никонов Захар,187.0,94.0,34,м,преподаватель,358000,0,0,0
Кудряшов Геннадий,170.0,63.0,44,м,инженер,277000,0,0,0
Семёнов Филимон,182.0,95.0,69,м,программист,456000,0,0,0
Галкин Прохор,180.0,80.0,25,м,продавец,31000,0,0,0
Мясников Модест,184.0,86.0,21,м,преподаватель,286000,0,0,0
Архипов Станислав,193.0,55.0,45,м,врач,144000,0,0,0
Исаев Виталий,187.0,79.0,21,м,преподаватель,338000,0,0,2
Богданов Яромир,174.0,107.0,66,м,врач,353000,0,0,1
Силин Авраам,169.0,92.0,79,м,инженер,325000,0,0,0
Баранов Юлиан,169.0,74.0,37,м,студент,282000,0,0,0
Рыбаков Эрик,187.0,69.0,55,м,сантехник,183000,0,0,0
Авдеев Климент,173.0,71.38074499154582,87,м,продавец,229000,0,1,1
Капустин Виктор,180.0,96.0,57,м,студент,435000,0,0,0
Пономарёв Савелий,167.0,88.0,49,м,автослесарь,232000,0,0,0
Щербаков Осип,170.0,75.0,63,м,студент,413000,0,0,0
Макаров Егорий,173.0,105.0,35,м,продавец,43000,0,0,1
Беспалов Юрий,179.0,76.0,25,м,студент,330000,0,0,0
Поляков Семен,182.0,93.0,52,м,бухгалтер,497000,0,0,1
Панфилов Глеб,168.0,113.0,38,м,преподаватель,155000,0,0,0
Волков Артур,185.0,53.0,44,м,программист,220000,0,0,1
Кулаков Андрей,173.0,98.0,74,м,инженер,199000,0,0,0
Кабанов Анатолий,185.0,114.0,53,м,бухгалтер,363000,0,0,1
Крылов Эдуард,179.0,116.0,66,м,программист,324000,0,0,1
Гордеев Дамир,180.0,78.0,79,м,сантехник,19000,0,0,0
Голубев Терентий,188.0,86.0,56,м,студент,377000,0,0,1
Соколов Герман,173.0,108.0,22,м,преподаватель,154000,0,0,0
Фомин Зиновий,188.0,58.0,67,м,автослесарь,449000,0,0,1
Давыдов Иосиф,165.0,111.0,67,м,сантехник,195000,0,0,0
Молчанов Аркадий,183.0,78.0,34,м,инженер,159000,0,0,0
Васильев Ефим,191.0,77.0,70,м,программист,202000,0,0,0
Соловьёв Алексей,174.52731681034481,119.0,52,м,продавец,177000,1,0,1
Князев Климент,167.0,89.0,69,м,программист,218000,0,0,1
Романов Зорийй,174.52731681034481,60.0,24,м,преподаватель,90000,1,0,0
Лазарев Ефим,192.0,75.0,74,м,продавец,195000,0,0,0
Власов Болеслав,174.52731681034481,108.0,80,м,бухгалтер,132000,1,0,0
Стрелков Арсентий,188.0,114.0,57,м,преподаватель,265000,0,0,1
Гуляев Ефрем,183.0,53.0,41,м,студент,211000,0,0,1
Григорьев Федот,176.0,60.0,85,м,студент,66000,0,0,0
Туров Рустам,181.0,76.0,63,м,бухгалтер,226000,0,0,1
Туров Лев,165.0,59.0,43,м,продавец,185000,0,0,1
Лобанов Гавриил,194.0,101.0,38,м,преподаватель,352000,0,0,0
Панфилов Геннадий,190.0,78.0,41,м,студент,489000,0,0,1
Дьячков Никифор,187.0,111.0,25,м,преподаватель,41000,0,0,0
Абрамов Даниил,174.52731681034481,61.0,40,м,продавец,276000,1,0,2
Уваров Глеб,165.0,74.0,54,м,студент,65000,0,0,0
Бирюков Терентий,191.0,54.0,21,м,врач,110000,0,0,0
Алексеев Давыд,166.0,71.38074499154582,51,м,врач,100000,0,1,0
Никонов Никон,183.0,117.0,56,м,продавец,215000,0,0,0
Мясников Спартак,170.0,109.0,84,м,преподаватель,266000,0,0,0
Меркушев Илья,171.0,95.0,46,м,врач,110000,0,0,1
Макаров Захар,186.0,74.0,33,м,врач,429000,0,0,0
Дьячков Яков,180.0,68.0,78,м,программист,465000,0,0,0
Куликов Модест,178.0,53.0,86,м,сантехник,105000,0,0,0
Комаров Фома,177.0,116.0,59,м,студент,235000,0,0,1
Комаров Вольдемар,174.0,105.0,66,м,бухгалтер,322000,0,0,0
Суханов Радий,187.0,71.0,66,м,инженер,186000,0,0,0
Михайлов Терентий,177.0,65.0,31,м,сантехник,302000,0,0,1
Зуев Сергей,184.0,107.0,22,м,студент,436000,0,0,1
Исаев Эрик,193.0,117.0,86,м,автослесарь,407000,0,0,2
Суханов Кондрат,194.0,99.0,48,м,врач,237000,0,0,0
Герасимов Викентий,174.0,72.0,84,м,студент,468000,0,0,0
Борисов Данил,168.0,68.0,37,м,продавец,341000,0,0,0
Тихонов Гордей,183.0,89.0,52,м,бухгалтер,255000,0,0,0
Фадеев Лукьян,174.0,112.0,61,м,автослесарь,11000,0,0,0
Кузьмин Севастьян,190.0,93.0,37,м,сантехник,293000,0,0,0
Карпов Эдуард,171.0,67.0,42,м,сантехник,300000,0,0,0
Сысоев Ефрем,168.0,118.0,30,м,врач,20000,0,0,0
Чернов Филат,168.0,88.0,75,м,продавец,485000,0,0,0
Большаков Макар,179.0,83.0,39,м,продавец,425000,0,0,1
Панов Емельян,178.0,56.0,32,м,инженер,414000,0,0,0
Медведев Серафим,192.0,103.0,52,м,продавец,349000,0,0,1
Горбунов Евстахий,193.0,93.0,74,м,инженер,190000,0,0,0
